Male_Label,text,Female_Label,text,Label_Comparison
1,借精生孩子。。。借一个精子还一个孩子那种？精子质量怎么样，有25以下180+么？智力高么？长的好看么？孩子随谁姓？有抚养权纠纷么？以后供精者能要求养老么？,0,借精生孩子。。。借一个精子还一个孩子那种？精子质量怎么样，有25以下180+么？智力高么？长的好看么？孩子随谁姓？有抚养权纠纷么？以后供精者能要求养老么？,Different
1,我也好喜欢跟人讲道理，但男人们总说我心理有问题，不管说啥都能归根到“你心理有问题”上面。👌，他们赢了,0,我也好喜欢跟人讲道理，但男人们总说我心理有问题，不管说啥都能归根到“你心理有问题”上面。👌，他们赢了,Different
1,我不厌女，但是我总是莫名其妙被其他女人厌恶，就很sad……有时候会和男生玩，因为女性朋友太少了,0,我不厌女，但是我总是莫名其妙被其他女人厌恶，就很sad……有时候会和男生玩，因为女性朋友太少了,Different
1,"有同感 美国女性地位好像在欧美国家是垫底的 话语权一旦被剥夺就不好再拿回来了,现在的走向有点极端了（没想到我也会用这个词",0,"有同感 美国女性地位好像在欧美国家是垫底的 话语权一旦被剥夺就不好再拿回来了,现在的走向有点极端了（没想到我也会用这个词",Different
1,这两方不可能是精英，真正的精英不论男女早就懂得他们在争取的是“平权”，而不是男权女权,0,这两方不可能是精英，真正的精英不论男女早就懂得他们在争取的是“平权”，而不是男权女权,Different
1,营销号挑起战争，大骂男性，拒绝婚姻，反手一个结婚，婚后生活幸福美满，留下这边被骗的女性，大骂男性，要不是看朋友圈520这么多领证的，我还以为中国进入不婚时代了。说绝对不结婚女性以后要是结婚了，就骂死这些人，留下一堆未成年的女孩还在这痛恨男性,0,营销号挑起战争，大骂男性，拒绝婚姻，反手一个结婚，婚后生活幸福美满，留下这边被骗的女性，大骂男性，要不是看朋友圈520这么多领证的，我还以为中国进入不婚时代了。说绝对不结婚女性以后要是结婚了，就骂死这些人，留下一堆未成年的女孩还在这痛恨男性,Different
1,本来结婚是一件很美好的事情，双方互相帮助组建家庭，非得现在整得性别对立，女的极度敌视男的，好像一结婚就性命不保，婚后生活十分悲惨,0,本来结婚是一件很美好的事情，双方互相帮助组建家庭，非得现在整得性别对立，女的极度敌视男的，好像一结婚就性命不保，婚后生活十分悲惨,Different
1,确实工作到生之前，休完产假就回去上班，甚至因为做了母亲更有责任感、更细致耐心，才是大部分职场女性的正常状态啊。而且真正努力工作，愿意自我提高的人，根本不怕被某一小部分投机取巧的人拖累啊。这种人男的不也很多嘛，关性别什么事。,0,确实工作到生之前，休完产假就回去上班，甚至因为做了母亲更有责任感、更细致耐心，才是大部分职场女性的正常状态啊。而且真正努力工作，愿意自我提高的人，根本不怕被某一小部分投机取巧的人拖累啊。这种人男的不也很多嘛，关性别什么事。,Different
1,女权主义不需要理会任何男性的看法！,0,女权主义不需要理会任何男性的看法！,Different
1,"也不尽然，我感觉现在大城市的很多有钱90,00小姑娘都是爸妈有钱，自己单靠收房租就能月收上万，这样都是男性讨好她们",0,"也不尽然，我感觉现在大城市的很多有钱90,00小姑娘都是爸妈有钱，自己单靠收房租就能月收上万，这样都是男性讨好她们",Different
1,我有点不大明白的地方，wsc算上层男性，那上层女性不就是富婆吗？每天背着名牌包包，一天到晚去美容院小日子过的比中层女性滋润多了吧？,0,我有点不大明白的地方，wsc算上层男性，那上层女性不就是富婆吗？每天背着名牌包包，一天到晚去美容院小日子过的比中层女性滋润多了吧？,Different
1,"这也是木姐搞这个号的目的，她也希望能够一起骂醒尽量多的人，但是大环境还是太可怕了，所有的都在给女性洗脑，所以对很多女性来说要逃离实在很难。,现在脑子清醒也好过一直不清醒。我这么说因为二十岁是很重要的积累期，错过了要付十几倍代价才能换回来。我二十岁时候出国游学了，放在履历里面，后面申请博士还是什么都很有用，扎男人裤裆能有什么呢？",0,"这也是木姐搞这个号的目的，她也希望能够一起骂醒尽量多的人，但是大环境还是太可怕了，所有的都在给女性洗脑，所以对很多女性来说要逃离实在很难。,现在脑子清醒也好过一直不清醒。我这么说因为二十岁是很重要的积累期，错过了要付十几倍代价才能换回来。我二十岁时候出国游学了，放在履历里面，后面申请博士还是什么都很有用，扎男人裤裆能有什么呢？",Different
1,你是不是女权，跟你支不支持gay没关系。而是博主骂的那个人是攻击性少数群体。披着女权的衣服去攻击同样弱势的群体，你觉得这种行为和男权有什么区别,0,你是不是女权，跟你支不支持gay没关系。而是博主骂的那个人是攻击性少数群体。披着女权的衣服去攻击同样弱势的群体，你觉得这种行为和男权有什么区别,Different
1,"就是太极端了。上纲上线,对呀。她们不是女权，是仇男",0,"就是太极端了。上纲上线,对呀。她们不是女权，是仇男",Different
1,中国政治未来也是女性的天下，因为挣得太少，年轻公务员都是女的,0,中国政治未来也是女性的天下，因为挣得太少，年轻公务员都是女的,Different
1,“女人最大的敌人就是女人”，我确信这句话是男人说的，然后被厌女症的女性们奉为真理，在同性之间厮杀，而男性依旧稳坐。老公出轨第一反应是那个小三勾引我老公，就是典型的表现之一。,0,“女人最大的敌人就是女人”，我确信这句话是男人说的，然后被厌女症的女性们奉为真理，在同性之间厮杀，而男性依旧稳坐。老公出轨第一反应是那个小三勾引我老公，就是典型的表现之一。,Different
1,你和那个po主的逻辑就像：女生在家受到骚扰跑出门求助，路人拍照上网发声把路边的清洁工拍进去了，大家都在为女生维权的时候，原po出来说，真讽刺，清洁工大晚上出门都不用怕而女性在家都要被骚扰。然后你们纷纷在底下骂清洁工，别人反驳你们。你出来说：可是我姐妹都被男人骚扰过，那个清洁工也是男人,0,你和那个po主的逻辑就像：女生在家受到骚扰跑出门求助，路人拍照上网发声把路边的清洁工拍进去了，大家都在为女生维权的时候，原po出来说，真讽刺，清洁工大晚上出门都不用怕而女性在家都要被骚扰。然后你们纷纷在底下骂清洁工，别人反驳你们。你出来说：可是我姐妹都被男人骚扰过，那个清洁工也是男人,Different
1,<username>只招男人本来就是他们觉得女人不行，本来就是性别歧视，敢情不是女生真就感受不出来啊,0,<username>只招男人本来就是他们觉得女人不行，本来就是性别歧视，敢情不是女生真就感受不出来啊,Different
1,同意。争取平权能理解，仇视的目的有是什么呢？连人权都不讲，又谈何女权？,0,同意。争取平权能理解，仇视的目的有是什么呢？连人权都不讲，又谈何女权？,Different
1,只要你为女性发声，只要你有独立意识，你就是“女拳”,0,只要你为女性发声，只要你有独立意识，你就是“女拳”,Different
1,附议！让女性多工作工作，减轻男方负担！//,0,附议！让女性多工作工作，减轻男方负担！//,Different
1,实在看不下去，护士大多数是女性，是因为女性天生比较细腻，记性比男人好！我在大型外企工作多年，那些特别细致的检测活如果招男生，废品率高得吓死你！换一批女生啥屁事没有。想想你在医院，哪个地方，哪个病人，用什么药，这得有多少事情要细致细腻。这不是抬杠，也不是合格率，是人命！！！,0,实在看不下去，护士大多数是女性，是因为女性天生比较细腻，记性比男人好！我在大型外企工作多年，那些特别细致的检测活如果招男生，废品率高得吓死你！换一批女生啥屁事没有。想想你在医院，哪个地方，哪个病人，用什么药，这得有多少事情要细致细腻。这不是抬杠，也不是合格率，是人命！！！,Different
1,我支持正当女权，我反对极端女权，我们不管男女都有有不结婚生子的权利，反之，我们也有结婚生子的权利的，不管是结婚，还是不结婚，大家都应该尊重对方，所以那些骂结婚的女人是婚驴的女权们，你们是不是正常女权不用我多说了吧？,0,我支持正当女权，我反对极端女权，我们不管男女都有有不结婚生子的权利，反之，我们也有结婚生子的权利的，不管是结婚，还是不结婚，大家都应该尊重对方，所以那些骂结婚的女人是婚驴的女权们，你们是不是正常女权不用我多说了吧？,Different
1,我也想开了 想想我曾经是个圣母我就想打死自己 自己的权利自己去争取！,0,我也想开了 想想我曾经是个圣母我就想打死自己 自己的权利自己去争取！,Different
1,这就是为什么女权不怕污名化，女权博主不惧怕不回避各种污名并赋予了这些污名新的释义，因为我们是真的自愿成为女权主义者并且会为自己的选择负责，我们都是真自愿、自觉、自负盈亏，所以对别人的诋毁和指责才能完全免疫。,0,这就是为什么女权不怕污名化，女权博主不惧怕不回避各种污名并赋予了这些污名新的释义，因为我们是真的自愿成为女权主义者并且会为自己的选择负责，我们都是真自愿、自觉、自负盈亏，所以对别人的诋毁和指责才能完全免疫。,Different
1,"尊重弱势群体跟不要有霸权思维难道不是处于现代文明社会的人类应该要有的基本人性吗？这样都要求高的话究竟是谁奇怪不是一目了然？,不然还要像对男人那样低要求吗？",0,"尊重弱势群体跟不要有霸权思维难道不是处于现代文明社会的人类应该要有的基本人性吗？这样都要求高的话究竟是谁奇怪不是一目了然？,不然还要像对男人那样低要求吗？",Different
1,其实离婚冷静期跟我没有什么关系啊，我从来就没想过要结婚，但是我要反对它，因为这不是他们对女性剥削的结束，而是开始。有的已婚女性觉得自己过的很幸福家庭很好老公很好，有的单身女性觉得自己不结婚这事儿就跟自己没关系了。不是的，你现在不说话，那么当剥削到你头上的时候，也没有人能再为你说话,0,其实离婚冷静期跟我没有什么关系啊，我从来就没想过要结婚，但是我要反对它，因为这不是他们对女性剥削的结束，而是开始。有的已婚女性觉得自己过的很幸福家庭很好老公很好，有的单身女性觉得自己不结婚这事儿就跟自己没关系了。不是的，你现在不说话，那么当剥削到你头上的时候，也没有人能再为你说话,Different
1,其实我一年前还是女强奴的思想呢，觉得自己肯定不能当家庭主妇，还要生活费和男的AA，这才是真平等。现在想想我之前脑子真的进水了,0,其实我一年前还是女强奴的思想呢，觉得自己肯定不能当家庭主妇，还要生活费和男的AA，这才是真平等。现在想想我之前脑子真的进水了,Different
1,我也，主要是不想和男的相处，浑身不自在……,0,我也，主要是不想和男的相处，浑身不自在……,Different
1,我身边也有像你一样的男孩子，人很好，也很尊重女性。有一次我们大学几个要好的朋友聚在一起聊到被性骚扰这个事情的时候，他还笑了说“现在这种事情应该很少吧”，直到在场的三四个女生都表示自己被性骚扰过，他沉默了。我相信有的男生是真的不知道，那是因为这种“伤疤”我们不会随随便便对人揭开,0,我身边也有像你一样的男孩子，人很好，也很尊重女性。有一次我们大学几个要好的朋友聚在一起聊到被性骚扰这个事情的时候，他还笑了说“现在这种事情应该很少吧”，直到在场的三四个女生都表示自己被性骚扰过，他沉默了。我相信有的男生是真的不知道，那是因为这种“伤疤”我们不会随随便便对人揭开,Different
1,我跟你想的例子刚好相反诶。我想的是冠男姓，怀生都是女人干的，不去骂男人不要脸，去骂女的不是独立女性。我就,0,我跟你想的例子刚好相反诶。我想的是冠男姓，怀生都是女人干的，不去骂男人不要脸，去骂女的不是独立女性。我就,Different
1,我感觉是整个社会氛围的问题，一部分女性被教化了，我都搞不懂哪里来的对同性这么大的恶意,0,我感觉是整个社会氛围的问题，一部分女性被教化了，我都搞不懂哪里来的对同性这么大的恶意,Different
1,主要是那百分之九十九中的男性不愿意从占便宜的地位变成不占便宜的地位；百分之九十九里面的女性看到了自己作为人妻的利益，没看到自己作为女性的利益。毕竟他们的家庭里面“媳妇是娶进来的人”，“女儿是要嫁出去的人”,0,主要是那百分之九十九中的男性不愿意从占便宜的地位变成不占便宜的地位；百分之九十九里面的女性看到了自己作为人妻的利益，没看到自己作为女性的利益。毕竟他们的家庭里面“媳妇是娶进来的人”，“女儿是要嫁出去的人”,Different
1,西方国家是发达国家就没有“糟粕”吗？拿美国举例：美国超过一半的州没有设置法定的结婚年龄下限，即便在不到一半的设置了下限的州也有很多是13、14岁的下限。据美国“反童婚”组织自己的不完全统计，仅在调查的38个州的2000-2010年就有16万7千童婚，其中87%是女孩嫁人。这些数据你们这些女权怎么说？,0,西方国家是发达国家就没有“糟粕”吗？拿美国举例：美国超过一半的州没有设置法定的结婚年龄下限，即便在不到一半的设置了下限的州也有很多是13、14岁的下限。据美国“反童婚”组织自己的不完全统计，仅在调查的38个州的2000-2010年就有16万7千童婚，其中87%是女孩嫁人。这些数据你们这些女权怎么说？,Different
1,"最后，所有对女性实施性侵的人都应该化学阉割,我们会在力所能及的范围内多帮女生做点事，但这只是表达我们对女生的尊重，或者说是先天身体素质较强时对某事多承担一份“输出”的责任感。但当这变成一种高高在上的道德绑架时，我们拒绝，也请不看对我们说:我是女生。",0,"最后，所有对女性实施性侵的人都应该化学阉割,我们会在力所能及的范围内多帮女生做点事，但这只是表达我们对女生的尊重，或者说是先天身体素质较强时对某事多承担一份“输出”的责任感。但当这变成一种高高在上的道德绑架时，我们拒绝，也请不看对我们说:我是女生。",Different
1,结不结婚是自己的选择，但你不能教唆辱骂别人结婚了的人，自强自立而不是占便宜的田园女权！！,0,结不结婚是自己的选择，但你不能教唆辱骂别人结婚了的人，自强自立而不是占便宜的田园女权！！,Different
1,下晚课回宿舍，独自出差去外地，参加饭局～都已经被提醒了太多次要小心，要谨慎…高中老师身为女性还认为女生成绩“应该”不如男生…开会总是我被点名给不愿意看屏幕的领导读报告…我就这样长大了～这些算是什么呢，生活中的小搓磨小困扰吗～这份独属于女性的“提醒”“特长”“不足”，可以退货吗,0,下晚课回宿舍，独自出差去外地，参加饭局～都已经被提醒了太多次要小心，要谨慎…高中老师身为女性还认为女生成绩“应该”不如男生…开会总是我被点名给不愿意看屏幕的领导读报告…我就这样长大了～这些算是什么呢，生活中的小搓磨小困扰吗～这份独属于女性的“提醒”“特长”“不足”，可以退货吗,Different
1,那驴和大鼎也是调侃，急啥？我姓什么我妈说了算，我那没用的妈失权，也是驴一只，我爸也是个大鼎，满意了么。,0,那驴和大鼎也是调侃，急啥？我姓什么我妈说了算，我那没用的妈失权，也是驴一只，我爸也是个大鼎，满意了么。,Different
1,记住一条，男权社会下，温柔用在女性身上绝对是贬意，用在男性身上那就是至高赞美了。,0,记住一条，男权社会下，温柔用在女性身上绝对是贬意，用在男性身上那就是至高赞美了。,Different
1,之前的地铁上穆斯林女性和trans坐着一起的照片，那些讲男人都有随意变女人的权利的人比较懂得这套话术吧,0,之前的地铁上穆斯林女性和trans坐着一起的照片，那些讲男人都有随意变女人的权利的人比较懂得这套话术吧,Different
1,其实 不知在各种圈子里，职场中也有很多，面试被摸手的，年会被老头亲的,0,其实 不知在各种圈子里，职场中也有很多，面试被摸手的，年会被老头亲的,Different
1,1 除非那个女的主动找我事否则我我只觉得她可怜2我不想跟男性分一组。。。真的有人愿意跟男的分一组吗,0,1 除非那个女的主动找我事否则我我只觉得她可怜2我不想跟男性分一组。。。真的有人愿意跟男的分一组吗,Different
1,这一开口就是老鉴拳师了，恭喜锻工继煮肘马克思🐱后喜提拳师称号,0,这一开口就是老鉴拳师了，恭喜锻工继煮肘马克思🐱后喜提拳师称号,Different
1,社会本身就是男权社会，只要这个社会是男性主导的，社会维稳的获益永远是男性大于女性。而且，社会要是只依靠道德来约束人，早乱了，不然法律是怎么来的,0,社会本身就是男权社会，只要这个社会是男性主导的，社会维稳的获益永远是男性大于女性。而且，社会要是只依靠道德来约束人，早乱了，不然法律是怎么来的,Different
1,看你是个妹子，最后再说一句，只要你是女性，男权主义对你权益的侵害就一点不会少，区别只是你有没有意识到而已,0,看你是个妹子，最后再说一句，只要你是女性，男权主义对你权益的侵害就一点不会少，区别只是你有没有意识到而已,Different
1,刚刚看到有人科普“驴”，已婚妇女被叫驴明明是褒奖啊,0,刚刚看到有人科普“驴”，已婚妇女被叫驴明明是褒奖啊,Different
1,归国四子都荣誉登榜。就还挺妙的。而且他们都算一般女性心目中的优秀男性了，结果就这！,0,归国四子都荣誉登榜。就还挺妙的。而且他们都算一般女性心目中的优秀男性了，结果就这！,Different
1,全凭运气 出事了也不会有人帮你的 还会说你不应该出门 不应该穿裙子 就这样,0,全凭运气 出事了也不会有人帮你的 还会说你不应该出门 不应该穿裙子 就这样,Different
1,不占少数。讲点可能招骂的话，看了好几个例子，这类女生过度秀也是缺乏安全感的表现，这个对感情不是很健康，分的也快。,0,不占少数。讲点可能招骂的话，看了好几个例子，这类女生过度秀也是缺乏安全感的表现，这个对感情不是很健康，分的也快。,Different
1,除了这两段话里男性女性出现太多次以外，其实挺接近李大佐对女权的看法的，“中国女权问题即便是一百万个问题可以批判，唯独就业问题不能批判，因为中国女性就业率真的很高”,0,除了这两段话里男性女性出现太多次以外，其实挺接近李大佐对女权的看法的，“中国女权问题即便是一百万个问题可以批判，唯独就业问题不能批判，因为中国女性就业率真的很高”,Different
1,从助手的行为看来刘强奸是个惯犯，当年奶茶估计也是这么搞到的吧。就冲着刘强奸好学生妹这口，奶茶就不应该毕业做一辈子学生妹，现在一毕业就成抹茶了吧,0,从助手的行为看来刘强奸是个惯犯，当年奶茶估计也是这么搞到的吧。就冲着刘强奸好学生妹这口，奶茶就不应该毕业做一辈子学生妹，现在一毕业就成抹茶了吧,Different
1,"可女权发声的能力都比不上那些营销号，然后被洗脑的妹子就顶着女权或极端女权的名号做些恶心人的事就很烦。,可是，被大家广泛看到的就是那些营销号，我以前也被那些营销号有点洗脑了，但等我自己去了解女权了之后，我就再也没关注那些，我已经建立了一个自己的性别上的观念和婚恋观念了，可能就是营销号的原因给我的感觉就是极端女权在男女矛盾的处理上太偏激……,我说的不全面，我的错，她们是觉得不管她们什么样男人就应该把她们要的平等主动献上，也不想想现在社会发没发展到这个地步，没得到就骂，就最丑，就讽刺……反正我就挺烦她们这样的",0,"可女权发声的能力都比不上那些营销号，然后被洗脑的妹子就顶着女权或极端女权的名号做些恶心人的事就很烦。,可是，被大家广泛看到的就是那些营销号，我以前也被那些营销号有点洗脑了，但等我自己去了解女权了之后，我就再也没关注那些，我已经建立了一个自己的性别上的观念和婚恋观念了，可能就是营销号的原因给我的感觉就是极端女权在男女矛盾的处理上太偏激……,我说的不全面，我的错，她们是觉得不管她们什么样男人就应该把她们要的平等主动献上，也不想想现在社会发没发展到这个地步，没得到就骂，就最丑，就讽刺……反正我就挺烦她们这样的",Different
1,正常男性应该站在受害者的角度看问题，而不是把自己当成受害者。弱者还没保护好就想着强者可能会吃亏,0,正常男性应该站在受害者的角度看问题，而不是把自己当成受害者。弱者还没保护好就想着强者可能会吃亏,Different
1,什么时候田园女权少了，女权发展应该就好了。,0,什么时候田园女权少了，女权发展应该就好了。,Different
1,对，我现在被逼的，觉得传统男权挺好的，人家真养家，真兜底，就是要做爷，我不婚主义，两者都不考虑～,0,对，我现在被逼的，觉得传统男权挺好的，人家真养家，真兜底，就是要做爷，我不婚主义，两者都不考虑～,Different
1,他这个观点其实很重要，前些时候一些法国女演员也提过类似观点，用暴力和权力胁迫女性是不道德的，但拙劣的调情不应该被归类为犯罪。你总得让愚蠢的男人有点成长机会吧。,0,他这个观点其实很重要，前些时候一些法国女演员也提过类似观点，用暴力和权力胁迫女性是不道德的，但拙劣的调情不应该被归类为犯罪。你总得让愚蠢的男人有点成长机会吧。,Different
1,医生都说尽量把防护服省给护士穿，护士才是一线中的一线。一开始说医疗团队女性多，香火们“女的都是护士”，后来摆出数据，医生里也有一半的女性，香火们又提出“可是火神山雷神山上的工人全部是男人！”，后来又有人给出数据证明工地上大量女性的存在，香火们“什么时候了你们女拳还在搞性别对立！”,0,医生都说尽量把防护服省给护士穿，护士才是一线中的一线。一开始说医疗团队女性多，香火们“女的都是护士”，后来摆出数据，医生里也有一半的女性，香火们又提出“可是火神山雷神山上的工人全部是男人！”，后来又有人给出数据证明工地上大量女性的存在，香火们“什么时候了你们女拳还在搞性别对立！”,Different
1,"不结婚我觉得很对。但是真正做到不结婚的是极少数人。而且已经进入婚姻的人，仍然需要保护自己。,屁股在吃着性别红利的男性那里，是无法真正地理解平权的。,男女在生育上永远无法平等，所以男生应该在其他地方给予极大的补偿。如果不生孩子，根本没必要结婚，因为结婚能做的事，恋爱都能做。,性别反转这里问得很好。不舒服。而且有太多女性长期处于这种不舒服之中，连说句不舒服的权利都没有。,审题，“合法”，不是谋取。婚姻中的财产是两人共有，蛋糕就这么大，想保护自己的权益，不伤害对方的利益，是无稽之谈。",0,"不结婚我觉得很对。但是真正做到不结婚的是极少数人。而且已经进入婚姻的人，仍然需要保护自己。,屁股在吃着性别红利的男性那里，是无法真正地理解平权的。,男女在生育上永远无法平等，所以男生应该在其他地方给予极大的补偿。如果不生孩子，根本没必要结婚，因为结婚能做的事，恋爱都能做。,性别反转这里问得很好。不舒服。而且有太多女性长期处于这种不舒服之中，连说句不舒服的权利都没有。,审题，“合法”，不是谋取。婚姻中的财产是两人共有，蛋糕就这么大，想保护自己的权益，不伤害对方的利益，是无稽之谈。",Different
1,婚驴危害太大了，而单身狗谁都没惹，就仅仅是是不想扛鼎自己过就被骂的狗血淋头，被贬低，真是太惨了。,0,婚驴危害太大了，而单身狗谁都没惹，就仅仅是是不想扛鼎自己过就被骂的狗血淋头，被贬低，真是太惨了。,Different
1,你会发现所有想要和男人平等的女人最后都会被扣田园女权的帽子，差别只是时间问题。除非你对男性伏低做小才不会被骂。,0,你会发现所有想要和男人平等的女人最后都会被扣田园女权的帽子，差别只是时间问题。除非你对男性伏低做小才不会被骂。,Different
1,厌女是男权社会特意培养的心理投射,0,厌女是男权社会特意培养的心理投射,Different
1,啊，那我知道的身边的男人大多出轨，她们还原谅了，所以，我应该去理解这种男人？,0,啊，那我知道的身边的男人大多出轨，她们还原谅了，所以，我应该去理解这种男人？,Different
1,女权的名声就是被这些伪女权斗士给搞臭的,0,女权的名声就是被这些伪女权斗士给搞臭的,Different
1,是没关系，她只是打着女权旗号黑人给真女权人士泼脏水的人,0,是没关系，她只是打着女权旗号黑人给真女权人士泼脏水的人,Different
1,"是吗？我过得挺好的，家庭和美事业也凑合，如果你真的比我过得好那替你高兴呗，在网上戾气不要那么重，平和点，对自己有好处,看出来你是个可怜人了，没有一个完整健康的家庭关系可能确实容易产生极度思想吧，希望你以后能遇到让你对男性有所改观的人，希望你也会有获得内心宁静的一天，人生还很长，不要随意下结论，祝你幸福",0,"是吗？我过得挺好的，家庭和美事业也凑合，如果你真的比我过得好那替你高兴呗，在网上戾气不要那么重，平和点，对自己有好处,看出来你是个可怜人了，没有一个完整健康的家庭关系可能确实容易产生极度思想吧，希望你以后能遇到让你对男性有所改观的人，希望你也会有获得内心宁静的一天，人生还很长，不要随意下结论，祝你幸福",Different
1,"如果理智的看待这个问题，那么在尊重每个人身体自主权的情况下，男性对自身体内的精子应拥有完全的支配权，对自己是否进行授精活动也有完全的支配权，但对女性的身体并无支配权。否则，子宫支配权可分享，大脑呢？心脏呢？,男性没有生育（怀孕及分娩）能力。男性只有协助女性开启生育进程的能力。没能力就不能行使与能力相当的“权利”。因此，把整个生育过程分解为“授精、怀孕、分娩”三部分来看，男性仅仅有授精能力，也就只有授精权。要求共享后两个阶段的权利是不合逻辑也不正当的。",0,"如果理智的看待这个问题，那么在尊重每个人身体自主权的情况下，男性对自身体内的精子应拥有完全的支配权，对自己是否进行授精活动也有完全的支配权，但对女性的身体并无支配权。否则，子宫支配权可分享，大脑呢？心脏呢？,男性没有生育（怀孕及分娩）能力。男性只有协助女性开启生育进程的能力。没能力就不能行使与能力相当的“权利”。因此，把整个生育过程分解为“授精、怀孕、分娩”三部分来看，男性仅仅有授精能力，也就只有授精权。要求共享后两个阶段的权利是不合逻辑也不正当的。",Different
1,女拳师马上到场，女拳在网上重拳出击。,0,女拳师马上到场，女拳在网上重拳出击。,Different
1,"如果同性婚姻合法了，你出柜之后还是找不到合适同性，还是结不了婚呢?你父母岂不照样自杀?所以如果“儿女不结婚，父母就自杀”成立，倒真是帮助世界减少老龄化了——问题是，你为什么就坚信自己能找到愿意与你结婚的同性?山盟海誓就当真?幻想就以为是真实生活?,请问所谓“逼婚”是什么概念?是指他们不结婚就枪毙吗?如果只是说他们不结婚父母会失望，那么，他们没有考上清华北大，父母大概也会失望，他们考了吗?父母连让他们戒掉手机戒掉熬夜都做不到，这种时候就拿父母出来当挡箭牌了。成年人，一口咬定自己是受害人，是扮猪吃老虎。,无法证明“可以减少很多”，因为中国对同志是非常宽容了，两个人共同生活完全无人干涉。如果不是要小孩，结婚证并无必要。所以我觉得这只是“找借口”。,同志婚姻合法了，也不能在婚姻里生孩子吧?所以，就算合法了，也无非是想办法收养、代孕，是一样要伤害女性的。这才是根本问题。",0,"如果同性婚姻合法了，你出柜之后还是找不到合适同性，还是结不了婚呢?你父母岂不照样自杀?所以如果“儿女不结婚，父母就自杀”成立，倒真是帮助世界减少老龄化了——问题是，你为什么就坚信自己能找到愿意与你结婚的同性?山盟海誓就当真?幻想就以为是真实生活?,请问所谓“逼婚”是什么概念?是指他们不结婚就枪毙吗?如果只是说他们不结婚父母会失望，那么，他们没有考上清华北大，父母大概也会失望，他们考了吗?父母连让他们戒掉手机戒掉熬夜都做不到，这种时候就拿父母出来当挡箭牌了。成年人，一口咬定自己是受害人，是扮猪吃老虎。,无法证明“可以减少很多”，因为中国对同志是非常宽容了，两个人共同生活完全无人干涉。如果不是要小孩，结婚证并无必要。所以我觉得这只是“找借口”。,同志婚姻合法了，也不能在婚姻里生孩子吧?所以，就算合法了，也无非是想办法收养、代孕，是一样要伤害女性的。这才是根本问题。",Different
1,我觉得女权更应该追求的是发自内心的尊重和平权。承认女性普遍存在的劣势（比男生更柔弱，更易遭受到侵犯），所以一些极端案件在女生和孩子身上发生的更多，比如评论里的没有感情纠葛当街杀女案，这是性别造成的而不是性别歧视造成的，和杀小孩子一样，他们不敢冲去警局（男女警都有）也不会选择壮汉。,0,我觉得女权更应该追求的是发自内心的尊重和平权。承认女性普遍存在的劣势（比男生更柔弱，更易遭受到侵犯），所以一些极端案件在女生和孩子身上发生的更多，比如评论里的没有感情纠葛当街杀女案，这是性别造成的而不是性别歧视造成的，和杀小孩子一样，他们不敢冲去警局（男女警都有）也不会选择壮汉。,Different
1,你妈喜欢这样的生活，别的女人可不喜欢哦,0,你妈喜欢这样的生活，别的女人可不喜欢哦,Different
1,"我只是觉得在你没有了解女权最基本的定义的情况下，你其余所有衍生的立场和理解都不属于女权这条道路，我没必要针对这些多说，你或许可以重新了解一下，不认同的话就当没看到吧。,？你先去好好了解一下女权吧，顺便问一句，你是不是还觉得男权和女权一样都是人权只是性别不一样？,女权即平权，本身就是为了男女权益平等，结束性别主义，为弱势群体发声的，本来要求就高，不是人人都能做女权运动的，势必要对女权的定义 核心内涵有深刻的把握，才不至于在各种纷杂的事件中走歪，没有同理心和分辨力，很难做好女权，很容易发展成披着女权的男权。",0,"我只是觉得在你没有了解女权最基本的定义的情况下，你其余所有衍生的立场和理解都不属于女权这条道路，我没必要针对这些多说，你或许可以重新了解一下，不认同的话就当没看到吧。,？你先去好好了解一下女权吧，顺便问一句，你是不是还觉得男权和女权一样都是人权只是性别不一样？,女权即平权，本身就是为了男女权益平等，结束性别主义，为弱势群体发声的，本来要求就高，不是人人都能做女权运动的，势必要对女权的定义 核心内涵有深刻的把握，才不至于在各种纷杂的事件中走歪，没有同理心和分辨力，很难做好女权，很容易发展成披着女权的男权。",Different
1,那些极端女权不会听的，说不定会伪装成普通女性去带节奏,0,那些极端女权不会听的，说不定会伪装成普通女性去带节奏,Different
1,累了累了，这些男的天天嚷嚷：有本事不要彩礼啊，我……,0,累了累了，这些男的天天嚷嚷：有本事不要彩礼啊，我……,Different
1,我和图一投稿的姐妹一个民族，虽然说不能以偏概全叭，但是说真的我感觉我们民族大部分人（尤其是长辈）思想都停留在上个世纪。就算是现在的新时代青年，大多都是女孩子思想更加开放，因为她们都想改变这种局面。和我们一般大的男孩子，一开始即便没用这种重男轻女的男权观念，也会被家里的氛围带跑偏。,0,我和图一投稿的姐妹一个民族，虽然说不能以偏概全叭，但是说真的我感觉我们民族大部分人（尤其是长辈）思想都停留在上个世纪。就算是现在的新时代青年，大多都是女孩子思想更加开放，因为她们都想改变这种局面。和我们一般大的男孩子，一开始即便没用这种重男轻女的男权观念，也会被家里的氛围带跑偏。,Different
