MaleLabel,text,FemaleLabel,text,LabelComparison
0,我讨厌莫名其妙组cp，磕cp，不管是同还是异，关系好的话，算作无伤大雅的玩笑，关系一般的话，真想给他们一拳😠,1,我讨厌莫名其妙组cp，磕cp，不管是同还是异，关系好的话，算作无伤大雅的玩笑，关系一般的话，真想给他们一拳😠,Different
1,你会发现在中国的混血娃的爸爸基本都是中国人，嫁给外国人的女的都去国外生活了，这就尴尬了😅,0,你会发现在中国的混血娃的爸爸基本都是中国人，嫁给外国人的女的都去国外生活了，这就尴尬了😅,Different
1,我猜想，大概率是南方系媒体作祟，小概率是国外势力,0,我猜想，大概率是南方系媒体作祟，小概率是国外势力,Different
0,谁叫你们成都买榜搞什么魅力城市排行，一年吹一次自己,1,谁叫你们成都买榜搞什么魅力城市排行，一年吹一次自己,Different
0,真有这么无聊的人啊？！,1,真有这么无聊的人啊？！,Different
1,有些时候他们以为的“江浙人”并不是真的江浙人，你认为的“北方人”这不是真的北方人，这里面谁拿了美金谁知道。,0,有些时候他们以为的“江浙人”并不是真的江浙人，你认为的“北方人”这不是真的北方人，这里面谁拿了美金谁知道。,Different
0,这个就是一个狗,1,这个就是一个狗,Different
1,他用他的小号:呢吗要死123！！！我也是醉了，都关注几十次了,0,他用他的小号:呢吗要死123！！！我也是醉了，都关注几十次了,Different
1,??????太过分了，她说疫情最好传入河南，诅咒河南人都去死。其心可诛啊。有一说一，我湖北的几个同学确实都比较聪明，也确实都擅长做生意，但是人品很好。,0,??????太过分了，她说疫情最好传入河南，诅咒河南人都去死。其心可诛啊。有一说一，我湖北的几个同学确实都比较聪明，也确实都擅长做生意，但是人品很好。,Different
0,强行团结不可团结的团体，无异于把脖子伸到别人的刀上，还没出击就被插刀了,1,强行团结不可团结的团体，无异于把脖子伸到别人的刀上，还没出击就被插刀了,Different
0,黑命也是命，问题是黑人有没有把亚洲人的命当命看？,1,黑命也是命，问题是黑人有没有把亚洲人的命当命看？,Different
1,当然是东北啦，整个知乎地域黑大v最多的地方，没有之一,0,当然是东北啦，整个知乎地域黑大v最多的地方，没有之一,Different
1,东北人表示去新疆都被说东北黑暗,0,东北人表示去新疆都被说东北黑暗,Different
1,建议压脖子或者两颗花生米,0,建议压脖子或者两颗花生米,Different
1,抖音上陕西骂洛阳的，比洛阳骂西安的多的多,0,抖音上陕西骂洛阳的，比洛阳骂西安的多的多,Different
1,你应该看看南方人是怎么骂东北人的..,0,你应该看看南方人是怎么骂东北人的..,Different
1,Ni是有毒重金属,0,Ni是有毒重金属,Different
1,东北最大的不幸就是被满清文化绑定了😠,0,东北最大的不幸就是被满清文化绑定了😠,Different
1,这层主明显是东北，明知道你说的是东北，故意转移到西安，企图挑起矛盾。,0,这层主明显是东北，明知道你说的是东北，故意转移到西安，企图挑起矛盾。,Different
0,是那个倒贴40万还只能成为小老婆的那个吗😅,1,是那个倒贴40万还只能成为小老婆的那个吗😅,Different
0,人还是高级动物。集体意识强。女人找过黑人男友，本能觉得女人是背叛集体的存在，心里膈应。有一种“外人”的感觉。,1,人还是高级动物。集体意识强。女人找过黑人男友，本能觉得女人是背叛集体的存在，心里膈应。有一种“外人”的感觉。,Different
0,失足妇女是要钱，可以理解。,1,失足妇女是要钱，可以理解。,Different
1,大人友善，小孩觉得她长得和大家不一样，就不喜欢带她玩。我小时候下年级有个女娃天生卷毛就被孤立了。少先队都没人愿意给小妹妹带红领巾。,0,大人友善，小孩觉得她长得和大家不一样，就不喜欢带她玩。我小时候下年级有个女娃天生卷毛就被孤立了。少先队都没人愿意给小妹妹带红领巾。,Different
1,太常见了，因为东北学校分低所以我想报个黑龙江科技大学，我爸妈简直抵触的要死说宁愿留在重庆读三峡学院也不去东北那个地方，给我讲那边有多差（实际他们没去过），填个志愿斗智斗勇我在最后一分钟也一直盯着那个网站。索性最后被川外录取，皆大欢喜,0,太常见了，因为东北学校分低所以我想报个黑龙江科技大学，我爸妈简直抵触的要死说宁愿留在重庆读三峡学院也不去东北那个地方，给我讲那边有多差（实际他们没去过），填个志愿斗智斗勇我在最后一分钟也一直盯着那个网站。索性最后被川外录取，皆大欢喜,Different
0,打拳了打拳了,1,打拳了打拳了,Different
1,我再来长三角之前从未黑过长三角，为什么来了后，被本地人（说吴语，别和我讲新本地人）问你家那里也用电器吗？你们北方人都吃大饼长大的 是不是因为穷，你们那里都是都是山区吧，所以才种粮（这点也属于没知识了），你们那里人是不是吃的东西没这么丰富，你们是不是没有人了，你们那里怎么会有出门就有市场呢，不是没有人吗？等等,0,我再来长三角之前从未黑过长三角，为什么来了后，被本地人（说吴语，别和我讲新本地人）问你家那里也用电器吗？你们北方人都吃大饼长大的 是不是因为穷，你们那里都是都是山区吧，所以才种粮（这点也属于没知识了），你们那里人是不是吃的东西没这么丰富，你们是不是没有人了，你们那里怎么会有出门就有市场呢，不是没有人吗？等等,Different
1,大部分是腐女,0,大部分是腐女,Different
0,现在的爱国还是真爱国么……已经快要沦为攻击别人的工具了。[单身狗]好好努力工作遵纪守法都不足以证明自己爱国，还必须要学会喊口号，学会去批评别人，要“不爱国”的人划清界限，当大家都沉浸在谴责中的时候，骂的不够大声都是不爱国。,1,现在的爱国还是真爱国么……已经快要沦为攻击别人的工具了。[单身狗]好好努力工作遵纪守法都不足以证明自己爱国，还必须要学会喊口号，学会去批评别人，要“不爱国”的人划清界限，当大家都沉浸在谴责中的时候，骂的不够大声都是不爱国。,Different
0,整死都想，还批判，你父母得被你气死，还得和你断绝关系后，反正我是这种人,1,整死都想，还批判，你父母得被你气死，还得和你断绝关系后，反正我是这种人,Different
0,其实闹得越大越好，别成天就这点破事，最好像韩国一样三次机会,1,其实闹得越大越好，别成天就这点破事，最好像韩国一样三次机会,Different
0,孩子本来就是她老了以后的保障，问问她为什么还要和男人要保障，这种两头抓不可取啊,1,孩子本来就是她老了以后的保障，问问她为什么还要和男人要保障，这种两头抓不可取啊,Different
0,往后再看到不分青红皂白胡乱打拳的大家都去点个赞吧！恶人自有恶人磨，这么大戾气肯定也是生活中有人照顾着的,1,往后再看到不分青红皂白胡乱打拳的大家都去点个赞吧！恶人自有恶人磨，这么大戾气肯定也是生活中有人照顾着的,Different
0,征尼大将军,1,征尼大将军,Different
1,Y吧呗，那里每天反同的人挺多的,0,Y吧呗，那里每天反同的人挺多的,Different
0,因为你不支持他们（个别）就会道德绑架 就叫你必须支持 不支持就会被骂 太恐怖了🙂,1,因为你不支持他们（个别）就会道德绑架 就叫你必须支持 不支持就会被骂 太恐怖了🙂,Different
0,不要随便用自己不知道怎么用的东西喔更别拿出来卖弄，容易出丑的,1,不要随便用自己不知道怎么用的东西喔更别拿出来卖弄，容易出丑的,Different
0,你让你爸妈先收敛一点，也没你了,1,你让你爸妈先收敛一点，也没你了,Different
1,我这么说吧，哪里都被黑过😓就没有他们不黑的时候,0,我这么说吧，哪里都被黑过😓就没有他们不黑的时候,Different
1,非洲黑人的艾滋病和中国男性的艾滋病区别很大吗？传播艾滋病的问题不是在于滥交吗？你可以说有艾滋的黑人和没艾滋的中国男性都多如牛毛，在黑人圈找真爱是大海捞针，但别人恰好找到一个洁身自好的黑人又确实互相喜欢的话，这有啥问题呢？演艺圈都能出一个王宝强，黑人圈就不行么？,0,非洲黑人的艾滋病和中国男性的艾滋病区别很大吗？传播艾滋病的问题不是在于滥交吗？你可以说有艾滋的黑人和没艾滋的中国男性都多如牛毛，在黑人圈找真爱是大海捞针，但别人恰好找到一个洁身自好的黑人又确实互相喜欢的话，这有啥问题呢？演艺圈都能出一个王宝强，黑人圈就不行么？,Different
1,几千年人类历史都非常在意血统，杂种无论中西方从来是不好的词。你仔细想想,0,几千年人类历史都非常在意血统，杂种无论中西方从来是不好的词。你仔细想想,Different
0,真他m的无语,1,真他m的无语,Different
0,排外表现明显的主要是老一辈，年轻一辈不表现出来，只是打心里瞧不起😅,1,排外表现明显的主要是老一辈，年轻一辈不表现出来，只是打心里瞧不起😅,Different
0,找男找女一样对待咯，被我真的遇上这种人我不会吝啬我的排挤,1,找男找女一样对待咯，被我真的遇上这种人我不会吝啬我的排挤,Different
0,还有懦弱的拉黑逃避现实,1,还有懦弱的拉黑逃避现实,Different
1,按城市算最惨还真是天津，地域黑最严重的河南东北单拿城市出来都没天津被黑这么严重，郑州洛阳开封哈尔滨大连长春沈阳都比天津口碑好，尤其哈尔滨大连长春洛阳开封比天津口碑好的多，即使口碑稍差的郑州沈阳也比天津口碑好,0,按城市算最惨还真是天津，地域黑最严重的河南东北单拿城市出来都没天津被黑这么严重，郑州洛阳开封哈尔滨大连长春沈阳都比天津口碑好，尤其哈尔滨大连长春洛阳开封比天津口碑好的多，即使口碑稍差的郑州沈阳也比天津口碑好,Different
1,跟我观点一致。现在的外男入侵跟遗留子嗣不亚于日本侵华跟游牧侵边，都是男性杀掉，留下女的。,0,跟我观点一致。现在的外男入侵跟遗留子嗣不亚于日本侵华跟游牧侵边，都是男性杀掉，留下女的。,Different
1,只要是正常的中国人都不会相信一枪不放的鬼话！918、228、77等历史事件都属于中国抗日史可歌可泣的一部分！南方人其实对东北人没什么误会和隔阂。但是，有人想南方和东北有误会和隔阂，为此不惜反复挑拨和反串。他们有什么目的，你可以问问叶教主和富察春兵。,0,只要是正常的中国人都不会相信一枪不放的鬼话！918、228、77等历史事件都属于中国抗日史可歌可泣的一部分！南方人其实对东北人没什么误会和隔阂。但是，有人想南方和东北有误会和隔阂，为此不惜反复挑拨和反串。他们有什么目的，你可以问问叶教主和富察春兵。,Different
1,为什么图里的有智慧的人全是男性？,0,为什么图里的有智慧的人全是男性？,Different
1,没事没事，宽心点，出这两个成语的时候还没有贵省。要到明朝，从四川湖南广西云南各划拉一块地才拼凑成了贵省😄,0,没事没事，宽心点，出这两个成语的时候还没有贵省。要到明朝，从四川湖南广西云南各划拉一块地才拼凑成了贵省😄,Different
1,我对反同组织，不支持不反对，但不希望宣传，因为反对同性恋很明显是西方派来分裂中国的阴谋，而总有很多人进入了圈套,0,我对反同组织，不支持不反对，但不希望宣传，因为反对同性恋很明显是西方派来分裂中国的阴谋，而总有很多人进入了圈套,Different
0,能轻松共情的人非常适合被当枪使,1,能轻松共情的人非常适合被当枪使,Different
1,对此，全宇宙各星系的反同剧迷们都拉足了期待：,0,对此，全宇宙各星系的反同剧迷们都拉足了期待：,Different
1,犹太人 正在中国借助女权LGBT推动黑人凯乐其计划,0,犹太人 正在中国借助女权LGBT推动黑人凯乐其计划,Different
1,不是北上广被黑的最严重嘛,0,不是北上广被黑的最严重嘛,Different
1,没100w彩礼，不行啊,0,没100w彩礼，不行啊,Different
0,好好活在当下停止做梦吧😄,1,好好活在当下停止做梦吧😄,Different
1,这个必须顶！千言万语一句话，千万别回来了,0,这个必须顶！千言万语一句话，千万别回来了,Different
0,捧杀操作起来比较容易，顺着她说就完事了,1,捧杀操作起来比较容易，顺着她说就完事了,Different
1,我就是这个意思啊：被黑并不完全是经济原因。答主不必为这个生气，各地都会因不同的原因被黑。,0,我就是这个意思啊：被黑并不完全是经济原因。答主不必为这个生气，各地都会因不同的原因被黑。,Different
0,真搞不懂他们的审美观,1,真搞不懂他们的审美观,Different
1,终于有一天，男人想起了被女权支配的恐惧,0,终于有一天，男人想起了被女权支配的恐惧,Different
1,作为一个左撇子看到这个比喻真是眼前一亮233你可以恶心左撇子，别发表攻击左撇子的言论，在生活上离左撇子远点刻意保持距离我觉得没什么三观不正。毕竟好恶这种东西是个人主观上的事..同性恋，个人觉得也是一样的,0,作为一个左撇子看到这个比喻真是眼前一亮233你可以恶心左撇子，别发表攻击左撇子的言论，在生活上离左撇子远点刻意保持距离我觉得没什么三观不正。毕竟好恶这种东西是个人主观上的事..同性恋，个人觉得也是一样的,Different
1,一样…亲身经历，问了几个类似圈子的也都这样：找白人女友的，还好一起玩，好融入圈子，找白人男友的，基本都被默默地排除出去了……理由我也不太解释的清楚，大概就是，感觉找女友的都是拐进来一个，找男友的都是被拐走了吧。,0,一样…亲身经历，问了几个类似圈子的也都这样：找白人女友的，还好一起玩，好融入圈子，找白人男友的，基本都被默默地排除出去了……理由我也不太解释的清楚，大概就是，感觉找女友的都是拐进来一个，找男友的都是被拐走了吧。,Different
1,对头，主要是黑人，男女不重要,0,对头，主要是黑人，男女不重要,Different
1,我一个上海人考到外地 周围同学天天看到我就开玩笑说 上海人牛逼 上海人都很有钱的 我直接emo了一个学期,0,我一个上海人考到外地 周围同学天天看到我就开玩笑说 上海人牛逼 上海人都很有钱的 我直接emo了一个学期,Different
0,最近刚辜负了一个什么都不图我的女人，心烦意乱不知道怎么发泄有没有约的小姐，有和我一样想发泄的可以联系我。只要你联系在哪都可以接你价格随意谈要求随意娶你回家做老婆都可以,1,最近刚辜负了一个什么都不图我的女人，心烦意乱不知道怎么发泄有没有约的小姐，有和我一样想发泄的可以联系我。只要你联系在哪都可以接你价格随意谈要求随意娶你回家做老婆都可以,Different
0,你自己都说的那么清楚了。为什么回头就觉得不对呢？说明你截的那张图的内容一点问题没有。你们女人就是感性动物，这样的事情发生了很好才会有这样的结果。比如有个女大学生当年非要嫁非洲5年后回来了，回来之前想的第一件事就是把小黑儿子带回国。这就是感性的证明。你知道什么叫恨铁不成钢吗？这样的事情多了国内的接盘侠也就会变多，谁乐意呢？所以大家才出来讲大家不要跟黑人，像你这样反驳的人多了当然就吵起来了。你所指的不团结也是男女不团结。哪天到了中国男人要赶走黑人的时候，你们女人也拦不住。当然喜欢黑人的女人也靠不住。,1,你自己都说的那么清楚了。为什么回头就觉得不对呢？说明你截的那张图的内容一点问题没有。你们女人就是感性动物，这样的事情发生了很好才会有这样的结果。比如有个女大学生当年非要嫁非洲5年后回来了，回来之前想的第一件事就是把小黑儿子带回国。这就是感性的证明。你知道什么叫恨铁不成钢吗？这样的事情多了国内的接盘侠也就会变多，谁乐意呢？所以大家才出来讲大家不要跟黑人，像你这样反驳的人多了当然就吵起来了。你所指的不团结也是男女不团结。哪天到了中国男人要赶走黑人的时候，你们女人也拦不住。当然喜欢黑人的女人也靠不住。,Different
1,然后有个叫黄巢的人从唐代穿越来进了了一波收割挽狂澜于既倒，扶大厦之将倾，再次净化华夏血统。,0,然后有个叫黄巢的人从唐代穿越来进了了一波收割挽狂澜于既倒，扶大厦之将倾，再次净化华夏血统。,Different
0,倒霉催的进去过一次，三观炸裂,1,倒霉催的进去过一次，三观炸裂,Different
0,你需要这种人治治,1,你需要这种人治治,Different
1,别提了，我说我觉得江北还有南京挺不错的已经被开除苏南籍了，甚至还有的人说我是反串的😓其实我身边老一辈确实有点歧视但年轻一代基本没有歧视了，我不知道在网上为什么这么多内斗的人😅,0,别提了，我说我觉得江北还有南京挺不错的已经被开除苏南籍了，甚至还有的人说我是反串的😓其实我身边老一辈确实有点歧视但年轻一代基本没有歧视了，我不知道在网上为什么这么多内斗的人😅,Different
1,说明现在相亲市场上男的看身家女的看姿色,0,说明现在相亲市场上男的看身家女的看姿色,Different
0,我只歧视那些歧视别人的人😊,1,我只歧视那些歧视别人的人😊,Different
1,当然是男的多。戴贞操带的男的比女的多十几倍。,0,当然是男的多。戴贞操带的男的比女的多十几倍。,Different
0,比你如意就行啦,1,比你如意就行啦,Different
1,我能说我最喜欢的NBA球员是个白人小角色么😅真不是人人都喜欢黑人球星，更不存在崇拜，只是觉得他们球打的好,0,我能说我最喜欢的NBA球员是个白人小角色么😅真不是人人都喜欢黑人球星，更不存在崇拜，只是觉得他们球打的好,Different
0,楼道里养猫，猫窝被别人扔了边哭边拍视频道德绑架,1,楼道里养猫，猫窝被别人扔了边哭边拍视频道德绑架,Different
1,检方称，两人在18个月的恋爱关系中，You对男友进行了“身体、语言和心理上的虐待”，判处You两年半有期徒刑，缓期10年执行。这意味着，只要她遵守缓刑的规定就不会坐牢。,0,检方称，两人在18个月的恋爱关系中，You对男友进行了“身体、语言和心理上的虐待”，判处You两年半有期徒刑，缓期10年执行。这意味着，只要她遵守缓刑的规定就不会坐牢。,Different
1,因为你关注广东所以推送给你的都是广东，我关注东北推送我的全是黑东北的，那天我心思搜搜河南啥样，然后又天天推送黑河南的😅,0,因为你关注广东所以推送给你的都是广东，我关注东北推送我的全是黑东北的，那天我心思搜搜河南啥样，然后又天天推送黑河南的😅,Different
1,奏你是天津的啊？还我们滦河水！😠,0,奏你是天津的啊？还我们滦河水！😠,Different
0,追求男女平权，平等，我辈青年义不容辞！至于结婚这种事情应该看个人意愿，毕竟不是所有女人都打拳，总有一些好女孩值得珍惜。我们的初衷是反对女拳主义，追求男女平等，而不是制作性别对立。,1,追求男女平权，平等，我辈青年义不容辞！至于结婚这种事情应该看个人意愿，毕竟不是所有女人都打拳，总有一些好女孩值得珍惜。我们的初衷是反对女拳主义，追求男女平等，而不是制作性别对立。,Different
1,没用的，它们一直都是在灰色地带,0,没用的，它们一直都是在灰色地带,Different
1,为了生混血孩子是咋想的🤔,0,为了生混血孩子是咋想的🤔,Different
0,那个女的已经破大防了，嘴倒是硬的很,1,那个女的已经破大防了，嘴倒是硬的很,Different
0,现代女生都接受教育了 你这思想留在三从四德时期吧,1,现代女生都接受教育了 你这思想留在三从四德时期吧,Different
1,我黑龙江的在江西上学，宿舍里另一个北方的就是唐山的小伙儿，我俩真特别聊得来 他人也可好了人开朗又热心肠，唐山打人这事儿一出，我俩一起去校外玩街上人都在讨论这事儿，然后我们回来的时候前面一个女孩子和别人打电话聊天也聊到了这事，我一江西室友就故意在那恶心我唐山室友 那女生说一句关于唐山的看法他就学一句，最后还和唐山室友说“等你回家之后给我拍照让我看下黑社会什么样子”，我当时就特别无语，给他一顿怼，后来唐山一出点什么事他们就把新闻截图发到寝室群里还艾特我那唐山室友看...真就特别无语，东北受到的地域黑相当多，所以就感同身受,0,我黑龙江的在江西上学，宿舍里另一个北方的就是唐山的小伙儿，我俩真特别聊得来 他人也可好了人开朗又热心肠，唐山打人这事儿一出，我俩一起去校外玩街上人都在讨论这事儿，然后我们回来的时候前面一个女孩子和别人打电话聊天也聊到了这事，我一江西室友就故意在那恶心我唐山室友 那女生说一句关于唐山的看法他就学一句，最后还和唐山室友说“等你回家之后给我拍照让我看下黑社会什么样子”，我当时就特别无语，给他一顿怼，后来唐山一出点什么事他们就把新闻截图发到寝室群里还艾特我那唐山室友看...真就特别无语，东北受到的地域黑相当多，所以就感同身受,Different
0,有毛病，还噶黑呢😓,1,有毛病，还噶黑呢😓,Different
0,这波徐州，男的又输得一塌糊涂,1,这波徐州，男的又输得一塌糊涂,Different
0,本身就是病毒,1,本身就是病毒,Different
0,东北人都是没文化的吗，哈工大，东北大学，大连理工都是什么……不会还有人认为东北人都是赵本山徒弟那个样的吧，那就真是缺心眼了,1,东北人都是没文化的吗，哈工大，东北大学，大连理工都是什么……不会还有人认为东北人都是赵本山徒弟那个样的吧，那就真是缺心眼了,Different
1,为啥济宁会被黑,0,为啥济宁会被黑,Different
1,我表示不明白，为什么总黑河南，经济发展水平不高，文化素质低，我们有错吗。而且，我并不觉得收过高等教育的河南人素质低，他们的分数线本来就高，不说其他的，到了其他省的大学，河南学子的成绩基本都是数一数二。河南人口那么多，有不好的人，就算比例不多，人数也可观了吧。国家总是提出精准扶贫，然而河南农村的我却感受不到。中原振兴需要国家的支持，但是国家说:你们河南穷虽穷，又饿不死，不会反的，于是乎，中原振兴提了n年，仍然起色不大。偏远地区反而因为顶着太穷的帽子，少数民族，体现各民族共同富裕，政策都越来越好。有谁想过，河南人口一亿多，高等学校除了一个211郑大，偌大的河南，教育资源的紧缺不言而喻吧。河南学子想上大学，意味着他要打败五个同龄的孩子，才有考上大学的希望。河南的教育跟不上，只是河南的问题吗，国家只在口头上支持也是一个原因吧。我是河南的一个女孩子，尽管大家黑河南，我依然可以骄傲的说我是河南人。我不曾像别人黑的那样偷摸拐骗，也不曾像他人说的那样不守诚信。我很乐观开朗，既然我不能改变出身，那么我也有义务像大家说一下作为河南的我也正直善良，也乐于助人。,0,我表示不明白，为什么总黑河南，经济发展水平不高，文化素质低，我们有错吗。而且，我并不觉得收过高等教育的河南人素质低，他们的分数线本来就高，不说其他的，到了其他省的大学，河南学子的成绩基本都是数一数二。河南人口那么多，有不好的人，就算比例不多，人数也可观了吧。国家总是提出精准扶贫，然而河南农村的我却感受不到。中原振兴需要国家的支持，但是国家说:你们河南穷虽穷，又饿不死，不会反的，于是乎，中原振兴提了n年，仍然起色不大。偏远地区反而因为顶着太穷的帽子，少数民族，体现各民族共同富裕，政策都越来越好。有谁想过，河南人口一亿多，高等学校除了一个211郑大，偌大的河南，教育资源的紧缺不言而喻吧。河南学子想上大学，意味着他要打败五个同龄的孩子，才有考上大学的希望。河南的教育跟不上，只是河南的问题吗，国家只在口头上支持也是一个原因吧。我是河南的一个女孩子，尽管大家黑河南，我依然可以骄傲的说我是河南人。我不曾像别人黑的那样偷摸拐骗，也不曾像他人说的那样不守诚信。我很乐观开朗，既然我不能改变出身，那么我也有义务像大家说一下作为河南的我也正直善良，也乐于助人。,Different
0,行行行，中国男人媚外世界第一，国女世界第一优秀。反正被权威组织点名媚外的，国女那可是头一份啊。你们继续打拳，我们继续“媚外”谁也别耽误谁。😄,1,行行行，中国男人媚外世界第一，国女世界第一优秀。反正被权威组织点名媚外的，国女那可是头一份啊。你们继续打拳，我们继续“媚外”谁也别耽误谁。😄,Different
0,七尺大儒猴简介,1,七尺大儒猴简介,Different
1,女权发展一百多年，也变味了(悲),0,女权发展一百多年，也变味了(悲),Different
0,好恶心。。看的我胃疼。而且重点是，这什么黑帽门居然是2020年发生的事情？！都2020年了啊！！！😅,1,好恶心。。看的我胃疼。而且重点是，这什么黑帽门居然是2020年发生的事情？！都2020年了啊！！！😅,Different
0,怎么承认自己是p图怪了？？？,1,怎么承认自己是p图怪了？？？,Different
1,请你去掉我们河南，改成我们东北下面的河南,0,请你去掉我们河南，改成我们东北下面的河南,Different
1,哈哈哈，评论太搞笑了，实锤证明上海被地域黑最严重。,0,哈哈哈，评论太搞笑了，实锤证明上海被地域黑最严重。,Different
0,爱猩动保人士,1,爱猩动保人士,Different
1,黑人多数有犯罪前科。不是歧视，事实如此,0,黑人多数有犯罪前科。不是歧视，事实如此,Different
1,如今法兰西早就是第二个南非而以后美国将是第三个而第四个必定是我过,0,如今法兰西早就是第二个南非而以后美国将是第三个而第四个必定是我过,Different
1,河南被黑的最惨虽然一直有人说鲁豫皖鄂豫皖，河南被全国各种黑，说起河南就是总部偷井盖逃难，以前那个省人没有逃难去,0,河南被黑的最惨虽然一直有人说鲁豫皖鄂豫皖，河南被全国各种黑，说起河南就是总部偷井盖逃难，以前那个省人没有逃难去,Different
0,五角场附近的女大学生，基本985了吧？一群女人和黑人留学生玩转盘，比起海天盛宴还刺激，这可是985的女大学生啊，可以英语交流的，我知道你不信，可现实就是如此。🤣,1,五角场附近的女大学生，基本985了吧？一群女人和黑人留学生玩转盘，比起海天盛宴还刺激，这可是985的女大学生啊，可以英语交流的，我知道你不信，可现实就是如此。🤣,Different
1,同性恋是真爱，异性恋为了繁衍这种话是招黑的话。我年少的时候也整天说这些话，只能当小孩子说屁话不能当真。一个成熟的成年人都不会这么说。所有爱情都是值得被尊重的。,0,同性恋是真爱，异性恋为了繁衍这种话是招黑的话。我年少的时候也整天说这些话，只能当小孩子说屁话不能当真。一个成熟的成年人都不会这么说。所有爱情都是值得被尊重的。,Different
1,我可以再说一百遍 知乎上黑江浙沪的少？,0,我可以再说一百遍 知乎上黑江浙沪的少？,Different
1,抢劫也很猛吧。,0,抢劫也很猛吧。,Different
1,国外不知道，国内搞服务的还是🚢♀比较多,0,国外不知道，国内搞服务的还是🚢♀比较多,Different
1,现在辩证的来看小胡子错就错在输了战争,0,现在辩证的来看小胡子错就错在输了战争,Different
1,确实在骗你，在美利坚亚裔男的地位最低，内个在那里比亚裔男男对异性的吸引力都要高不少。当然意识形态在他们那里确实影响不小,0,确实在骗你，在美利坚亚裔男的地位最低，内个在那里比亚裔男男对异性的吸引力都要高不少。当然意识形态在他们那里确实影响不小,Different
0,所有的地域刻板印象都low到家了,1,所有的地域刻板印象都low到家了,Different
1,奴隶主是吧??,0,奴隶主是吧??,Different
1,来中国就是贵族,0,来中国就是贵族,Different
1,骗婚啊。。。,0,骗婚啊。。。,Different
1,你来杭州一趟，就知道有没有歧视安徽人的了。我作为一个杭州人都得承认这是事实存在的，当然这都是以前的事了。,0,你来杭州一趟，就知道有没有歧视安徽人的了。我作为一个杭州人都得承认这是事实存在的，当然这都是以前的事了。,Different
0,不愧是爷俩骂不过就拉黑然后转头紧着发帖为了精神胜利其实明眼人都能看出来谁到底对线拉胯,1,不愧是爷俩骂不过就拉黑然后转头紧着发帖为了精神胜利其实明眼人都能看出来谁到底对线拉胯,Different
1,有人造子宫还结个球的婚，一个人嗨不更好吗？,0,有人造子宫还结个球的婚，一个人嗨不更好吗？,Different
1,记住他住哪儿，假设哪天不想活了也把它带上,0,记住他住哪儿，假设哪天不想活了也把它带上,Different
0,女的看得上药娘？她又不是女同……,1,女的看得上药娘？她又不是女同……,Different
0,滚走不送谢谢拉黑我你就可以滚了省着我骂你了,1,滚走不送谢谢拉黑我你就可以滚了省着我骂你了,Different
1,论惨天津还轮不上号，比如都喊上海租界，你看见几个喊天津租界的，天津租界面积比上海还大呢😅,0,论惨天津还轮不上号，比如都喊上海租界，你看见几个喊天津租界的，天津租界面积比上海还大呢😅,Different
0,不吃辣而骂人家吃辣虽然稍显粗鲁但也无所谓。 —— 我觉得这句话有问题，自己吃不吃辣，喜欢或者讨厌吃辣都是自己主观上的事情，没有任何问题，但是因此上升到骂人家吃辣就有问题了（这是有所谓的）。就像同性恋恋爱没有问题，但是因此骂异性恋就是有问题了。反过来讨厌同性恋也没有任何问题，但是上升到侮辱攻击那么就是有问题了。这是个度的问题。。。任何的喜好行为都以不伤害别人为前提。,1,不吃辣而骂人家吃辣虽然稍显粗鲁但也无所谓。 —— 我觉得这句话有问题，自己吃不吃辣，喜欢或者讨厌吃辣都是自己主观上的事情，没有任何问题，但是因此上升到骂人家吃辣就有问题了（这是有所谓的）。就像同性恋恋爱没有问题，但是因此骂异性恋就是有问题了。反过来讨厌同性恋也没有任何问题，但是上升到侮辱攻击那么就是有问题了。这是个度的问题。。。任何的喜好行为都以不伤害别人为前提。,Different
1,并不会，现在偏远地方就行买卖埃塞俄比亚新娘🐶,0,并不会，现在偏远地方就行买卖埃塞俄比亚新娘🐶,Different
0,洗头佬罪不至此,1,洗头佬罪不至此,Different
1,北京👴不是地域黑？,0,北京👴不是地域黑？,Different
1,美国华盛顿大学的研究人员发现，和谐的婚姻关系有助于促进同志的身心健康——长期保持稳定关系的未婚情侣比单身者更健康，而已婚人士的健康状况是最好的。研究者推测，财务状况、养育孩子以及伴侣相互扶持，都对健康有利，但具体原因有待进一步研究。并且出柜或许也能促进健康，因为这项研究显示，已婚同志中的出柜者最多，单身同志中的出柜者最少。,0,美国华盛顿大学的研究人员发现，和谐的婚姻关系有助于促进同志的身心健康——长期保持稳定关系的未婚情侣比单身者更健康，而已婚人士的健康状况是最好的。研究者推测，财务状况、养育孩子以及伴侣相互扶持，都对健康有利，但具体原因有待进一步研究。并且出柜或许也能促进健康，因为这项研究显示，已婚同志中的出柜者最多，单身同志中的出柜者最少。,Different
0,资本主义的阴谋，女人购买商品的欲望强，这个社会早就在偏向女性了，我们只是争取我们男性本来该有的地位而已。,1,资本主义的阴谋，女人购买商品的欲望强，这个社会早就在偏向女性了，我们只是争取我们男性本来该有的地位而已。,Different
0,别打拳，打什么拳，点踩举报完事。,1,别打拳，打什么拳，点踩举报完事。,Different
0,要的就是根本就回不来，不然去非洲有啥意义,1,要的就是根本就回不来，不然去非洲有啥意义,Different
0,全都是你编的,1,全都是你编的,Different
