"text","label","split"
"去她首页举报 评论配图,太恶毒了有些人 没完没了地追着人攻击,hhhhh一大堆疯子 刚才气了个半死","0","train"
"不反对的基本没得强迫症，相反，反对的基本得了强迫症型神经病。管的着别人怎么活法么？","0","train"
"美国女权感觉早就湮灭了，看看他们越来越分散，几乎是烂七八糟的东西顶着女权主义者的招牌在干别的事情，女性权益没有得到任何提升，美国那么多洲都有童婚、禁止堕胎、各种秘之男权宗教崛起造成更多影响，美国女权早就死了,是的，弗其实有很多前科，他根本不是英雄，他是个罪犯。但是罪犯也不该受到这样被跪杀的惩罚，对白男的不满借由着这股不公的力量喷薄而出，但是美国女根本不清楚，就算你争取来黑人的权利，美国女性也根本受不到一点好处，等黑人比女性地位高了..彩色男人联合榨压女人","1","train"
"前几天微博有一个男的被性骚扰，发了微博求助，评论转发真的少的可怜。因为没人关心男人被性骚扰。","1","train"
"关键女权不就是自己想做什么就去做什么么 什么都扯女权 女权真累","0","train"
"不论性别，人从出生以来就是不平等。世上没有绝对一说，公平做法只存在理想。","0","train"
"是不是自杀警方已经认定了，在警方的调查结果和连现场都没到过的网友猜疑中我当然相信警方调查。至于窗户的高度，自杀都上不去，别人能把她推下去？这逻辑搞笑了吧？至于带不带偏，你也说了现场情况早就说不清了，我只知道医院的发声都是有证据支持的，家属的早期声明完全与物证不符，你信谁？,医院有没有撒谎？有撒谎你说撒谎的事，带不带偏这种指责毫无意义，只要说出来的是真相我认为就没有过失。舆论的斗争还要考虑说出真相会不会把对方推倒？家属发声的时候可没考虑过会对医院有什么影响，只不过现在他们舆论占弱势了，你就来责怪医院发了声？,您这说法就有意思了，患者家属可以发声医院就只能坐等着挨骂？患者家属可以造谣撒谎或者至少有表述不实的地方，医院就不能拿出他们手里的证据表明自己的观点？各说各话，看客都是有独立思想的人，又不是医院命令他们站的……","0","train"
"女人可以诬告男人，男人也可以诬告女人，所以别瞎逼逼，一切交给法律去判决。","0","train"
"按照这个趋势，好莱坞男星们没有安全的","0","train"
"还有，你还得漂亮身材好，不然以后出轨了还赖你黄脸婆,不要房不要车不要转账不要红包不买护肤品不买化妆品不买衣服不买包不要彩礼就嫁你给你生儿子生女儿伺候照顾你一大家子人出门工作旷旷的挣钱工资还上交！对他们想要的都是这样的，这样的才叫好女人。","1","train"
"1确实有部分人恨男人，但你因果倒置以偏概全了，恨男人只是一个结果，原因在哪里你应该知道2女权主义的核心不是推翻男性而是推翻男权社会，本质并不是恨男人3打杀男性对男性实施暴力行为才叫恨，至少现在的现状是男性更恨女性,每个女权主义者都恨男人了？","1","train"
"他要是能还的起，那每个男人买房子都不用靠父母了。","0","train"
"我觉得她们应该被命名为“女式男权”  只要你把男权中的“男”改成“女” 她们将会支持男权中的每一个字。她们热衷仇恨 反对平等 还想搭上“女权”的便车","1","train"
"要是事前说行，完事了再说不行呢？这个只有他们自己知道了，反正美国检方没公诉，这是明摆着的吧？","0","train"
"中国的娱乐圈和粉丝太宽容，忘性很大，根本不会有韩国的这种效果","0","train"
"想起之前看到有的wb男用户言论“不要彩礼，伺候公婆，对老公认打认骂，生超过两个儿子，怀孕坐月子期间也一样吃苦耐劳，吃饭不上桌，给老公手洗内裤的，才是真正的女权！”","1","train"
"不对，是讲道理的人类都一样，和国际和性别都没有关系。没你这样随便给人扣帽子的。","0","train"
"可能是学了个新词想出来炫炫但是理解能力还不足以让他明白这个意思。（大部分都是）","0","train"
"哈哈哈“真女权”大戏《中国夫人》，主演：胡姜氏","0","train"
"我是一个不婚主义者 但是我无比支持同性婚姻平权 在现行制度下 如果同性可以获得合法的关系 那对于社会进步无疑是一大步 不懂那几个所谓的nv权博主为什么要讽刺支持婚姻平权的人 ntxl还分高低贵贱了？真的很恶臭","1","train"
"而且在讨论婚姻制度的时候还要把单偶制这个社会概念和现有法律的婚姻框架分开讨论。所以笼统的说女权反对婚姻制度并不是很严谨的说法。,博主讨论的是婚姻作为个人选择这个微观概念吧，而不是讨论婚姻制度的起源消亡，反对结婚和反对婚姻制度是不同的两件事情。,女权也有很多派别和理论，一部分反对婚姻制度本身，另外一部分认为婚姻制度会随时间自然消亡，所以无需反对，但是普遍都同意是否婚育属于个人人生选择，不应受到干涉。","0","train"
"男的都很现实 玩不过最好别碰 碰了准倒霉","1","train"
"我堂姐说她的姓不好听，老公的姓好听，才不是什么男权，这个理由我也笑死。 我寻思我俩的姓一点也不难听呀，赔钱货骂自己得了还带上我。","1","train"
"pipa姓名那件事有人说这是仙人跳，是男蛆反串极端女权，然后资本作祟炒上热搜，炸号，让女权起内讧并且让路人对女权观感变差（这是我刷首页总结来的，不知真假，持保留意见，只是说说我看到的，文采不好，杠我就是你对）","1","train"
"前提是：全局的理性大于过程的理性。在保证结局胜利的情况下才有资本谈论过程的理性，然而当下过程的理性只能阻碍全局的胜利。","0","train"
"这种明显自打脸的事只有在有足够的自信没有有影响力的人去较真的时候才会做，显然我等小透明是撼动不了他的","0","train"
"当然要反对性骚扰性虐待和家庭暴力。但过度地把双方问题产生的家庭矛盾和感情纠纷都成了单方的“性别虐待”，这场美式“蚊格”真是越刮越炫啊。","1","train"
"我工作观察来说，女性是下限很低，上限也很高","1","train"
"热知识:笑话要别人觉得好笑才是笑话。而不是发表了不正当言论却说我是玩梗你不懂你老了。","0","train"
"之前看到说是性侵，今天这里说是性猥亵，这有什么不一样的吗？求科普","0","train"
"感觉这个女的一天到晚被卢本伟养着还不自在非得搞点事儿出来才舒服","1","train"
"没事儿，她们不喜欢我们又不能改变，无所谓别人的看法，自己开心就好。","0","train"
"必须要说的是，女方有提供14年和德普助理讨论德普家暴她的湿，男方助理表示德普本人非常抱歉，女方说自己已经容忍多次，短信截图已被证实并非伪造是真实的。至少可以证明德普曾经家暴过女方","0","train"
"其实我连和家里人说话都很怕，平时基本也不交流，去做咨询不敢想象","0","train"
"一堆骂女权的就算了，还有人不准我抖机灵。真不知道这样的人的生活多无趣","0","train"
"所以男人们快反婚啊，为啥只在这儿哔哔赖赖","1","train"
"这真的很奇怪的，我想自杀时被一个人劝过，他很耐心地劝我，开导我，我觉得这个人真好。后来跟他加好友，发现完全聊不上，他说话很直男，是不是癌我就不知道了，比如我转发一本书，他说你整天看乱七八糟的东西。我？？？？多的例子就不举例了，反正就是很怪，我不懂他怎么又善良又杠的，也许多重性格","0","train"
"你别被一篇文章带偏了 你见过富二代15岁出来做showgirl的么 以前的SG怎么样的你不是不知道吧 天天说她爸做生意的 一点实锤都没 我只知道他爸后来去帮管X哥麻辣店 真要做生意还去管店？家里就很普通 至于留学 什么学校都没说过 照片什么的都没有","0","train"
"宋宜十岁左右，跟着miya来到伍迪身边，就算宋宜不是他养女，这个时候伍迪跟米亚也应该是宋宜的监护人……让我单纯的相信他跟宋宜是纯洁的忘年恋……有些难","0","train"
"//<username>很难不赞同//<username>建议把柯洁冲了","0","train"
"你这个逻辑真是好有意思啊！同喜欢一种东西，就可以相互理解了？那男人女人还可能都喜欢🐶呢！是不是都是对方肚子里的蛔虫了","1","train"
"脱衣服当然不是认真的呀，因为之前粉丝一直想要看他腹肌，我觉得是脱了衣服女友粉会尖叫的意思吧，并不是说女友粉会脱衣服的意思","0","train"
"可是鲍的事情也有很多人画了啊…女学生被4个男生拖进厕所的事情也有人画了啊……","0","train"
"那个我一直以为是跟 唐僧 男徳一样的号，就没啥吃惊的","0","train"
"好的，那我严谨一些，所有转发评论点赞江山娇你来月经了吗那条微博的人，都是在这种环境下成长起来的。我们不是在责骂江山娇，我们就是江山娇。,你接受不了是因为你从来没有被这样问过，从来没有这种经历，所以觉得是辱骂，其实也真的是辱骂吧，可是女孩子就是在这种要求在这种侮辱里长大的，我们只是把自己经历过的说出来了而已。","0","train"
"害，它急了它急了，男人是不会反省只会开脱的","1","train"
"今天特倒霉，含着眼泪看你的微博，最后一句把我逗乐了，哈哈哈哈，谢谢！懒得哭了！","0","train"
"前脚:任何理由都不是家暴的理由 后脚:祝你们被家暴 原来你们就是这么反家暴的呀！理解了理解了！","1","train"
"这个角色换了完全不影响。大男主一个镶边女主而已,海王票房跟她一毛钱关系都没有，这是温子仁的电影啊","0","train"
"我说的这些特点也正可以说是在解释所谓的“自然”从何而来。仔细品一下世界有很多这样的人，并不是说他们穷凶极恶","0","train"
"如果您不相信生活中确实存在这样的现象，我有实锤可以引资料。但相信您是不会看的，您不屑同我有实锤的争辩，因为那需要脑子，因为您只需要动动手指打打字完全不用交智商税而已。所以，我不打算再陪您浪费时间了。,如果您这样说但确实有这样的现象，是否是一叶蔽目？而事实上这种现象确实存在，并不是空穴来风。并且评论并没有指代全部，您以为您以为的就是您以为的？没看见并不代表不存在。至于抓着点屁事不放……女权相关被您认为是屁事？对于您是否女性我保持怀疑。","1","train"
"图一说得我理解，图二我笑了，按他的定义，求右女者应该常得左女，喜欢家庭内斗、奴役男性为自己服务的女性一定会努力进入婚姻才对，你猜怎么着，她们在婚前会努力表现得传统淑女、贤惠知足滴。渴婚男女天造地设，结果一有矛盾就骂不婚不育的女权？","1","train"
"不是未成年问题，是对性保护不足，今天有年龄上的压制，明天会有权力上的压制，后天会有职位上的压制。14这个年纪不合适是针对这种压制来说的，现在整体舆论都变成14岁是奶娃娃啥自由都不具备了。前一段时间13岁杀人犯的时候舆论可不是这样,14岁是对平等主体之间的好吗，14岁都初二了，为什么人家教授第一句话说的就是鲍肯定有错？因为不管你多大，不平等主体之间不存在所谓的性自由","0","train"
"婚男婚女一个想买一个想卖，锱铢必较鸡飞狗跳，本女权壁上观都看厌了。。。","1","train"
"如果您没有搞清楚就来骂我 那这种情况下您是不是也是一位键盘侠了呢 那请问这种情况下您是不是“双标”了呢,大哥 麻烦您注意一下用词好吗 大家都是受了高等教育的人 我没有骂过您 那么您了解我吗 您何必用“双标”这个词来评价我及我的校友们呢","0","train"
"可以在别的现成的理论里找，或者是做更多的案例分析，如果发现大量类似的案例，也就说明已有理论的缺陷，应该提出新的概念了。总而言之没有完美无缺的单一理论框架，无论是“六经注我”还是“我注六经”都要做好,但可以通过理想类型捕捉特定个案的“特征”，通过不同理想类型的特点发掘分析特定个案的组成要素，从而理解其成因。所以说抽象概念的理论无法解释特定个案应该是一个误解，实际情况应该是该理论面对某一类特定案例的解释力不足，这时候我们就应该才寻找别的理论视角或者修正原有理论。,也想稍微质疑一下您回复中的这个观点。如果您这里的“抽象概念”是近似于马克斯韦伯提出的“理想类型”（ideal type）的话，其实抽象概念是可以解释特定个案的...抽象的学术概念或者说理性类型可以被视为一种“参照系”，现实生活中绝对不可能找到与理想类型完全相符的概念，","0","train"
"居然有那么多人给个变态洗地 恶心死了 同为影迷 为你们感到耻辱","1","train"
"举秀才 不知书   举孝廉  父别居  寒素清白浊如泥   高第良将怯如鸡","0","train"
"你试试你打的掀翻zq这几个字，我报给网警，他会不会管你有狗头，就不来找你麻烦。","1","train"
"那就难怪了，二次元嘛，动不动毁天灭地超越光速的次元，别说会相信16分钟抱娃5公里，1分钟抱成年人出大气层都小case,对超乎一般标准的运动成绩真伪的分辨力都没有，不是立场先行，就是…。,16分钟抱娃（就算新生儿4公斤）跑5公里？伦敦奥运会5千米冠军成绩刚进13分钟。部队里18分钟优秀20分钟合格。你是蠢得根本不关心体育运动，还是坏得流脓提出超人标准来打压女性的男","1","train"
"我的小号专门开了个分组里面全是隔空掐架，闲了点进去正好消磨时间，但是心情不好的时候真的不能看，掉san值x","0","train"
"终于！沉冤得雪！德普叔这几年因为这个死八婆人人喊打糊穿地心！死八婆不断炒作卖残拉踩拿到了海王的女一号！等着吧！你出轨的料还没爆完呢！以女性的身份说谎家暴会让更多收到家暴的弱势者不被信任！良知呢！！ 举报 赞[389] 回复 02月03日 11:29 来自网页,终于！沉冤得雪！德普叔这几年因为这个死八婆人人喊打糊穿地心！死八婆不断炒作卖残拉踩拿到了海王的女一号！等着吧！你出轨的料还没爆完呢！以女性的身份说谎家暴会让更多收到家暴的弱势者不被信任！良知呢！！     举报             赞[389]         回复             02月03日 11:29 来自网页","1","train"
"那些拿捐了钱来反驳的也是逻辑黑洞，难道她捐了钱就能证明被打是真的?还有什么当年前女友和她和好如初所以当年没家暴的，几年后的和好能证明当时没发生过家暴吗？明明就是没啥因果关系的两件事，非要扯一起讲，怕不是拿万有引力来建立联系","0","train"
": 在这里谈这个，那14岁养女事件呢？我就没看到一个女权发声。动用下你们女权的圈子转起来啊","0","train"
"+10086 本来就是这样子 所以我无条件支持女权 也坚决反对女人骂女人 首先田园女权、极端女权就是男权对女权的污名化以及分裂 仔细去想想真的极端吗？不见得吧 还有在中国你想要开窗就得说要捅破天花板","1","train"
"婚姻制度，我是不看好的，但并不是说它没有任何价值。","0","train"
"而且最大的问题是，女性为什么不能自己决定自己的命运。是没有车走不了路？还是有绳索绑着？","1","train"
"看评论里，女的都持保留态度....，看来真是屁股决定脑袋，如果性别反转又不一样了吧....肯定是不加思考铺天盖地的...","1","train"
"我去搜了下米格道是什么，搜到贴吧，看到一条好笑的楼中楼","0","train"
"那场运动意义及影响当然不限于中国，它是人类文明进程中跨越台阶式的举动。首次提出了某个命题，同时也给出解决问题的思路和方向，此后，人们的活动和行为是在新的平台上展开的，其影响作用尚远未显现出来。","0","train"
"演员有个实名举报的已经收到死亡威胁了，且不论真假，毕竟是爱豆，也是有点粉丝基础的，谁知道粉丝们会做点什么","0","train"
"有些人戾气未免太重了点，根据这篇文章的主题思想，楼主表达了职场女上司厌女的情况有什么不妥吗，瞎给楼主扣帽子有毛病","1","train"
"赞美别人的时候别带着“我”，小学生都知道的道理。举例：你挺聪明啊，快跟我差不多了。这看起来是在夸人吗？,你们这个群体啊，是不是意识不到这样讲话根本就不是赞美的意思？","0","train"
"时间对不上,他宣布捐款的时候,奥斯卡的投票已经结束了","0","train"
"接上，想要鉴定是否女权的时候，是不是评论区讨论更好一点？直接发出来好像也并没有起到团结少数群体的作用，只是表达了割席，这可能是最大的不团结。谢谢你能心平气和听我讲这么多。,你在下面回复别人她本来就不女权啊","0","train"
"男博主：能让你占越多便宜的女人越是好女人","1","train"
"他底下评论都是什么玩意 真的就是 没眼看 居然有这么多男性","0","train"
"追求演艺圈或吸引富豪大老板也未见得一定要顶好看，好多时候是好看的差不多就行了。在美貌这条路上一路狂奔到顶，未必有用。,问题就在这“你愿意为多看几眼一幅画而付出多少钱呢？”——很多时候是，免费，了不起嘴炮夸两句。最好也不过是比自己原本待遇多20%（随便举的）。但就是这么点“好处”，就引得这么多女生前赴后继的坚信长得好看有红利。有病吧一个个。目光是不是太狭窄了点，能不能格局大点","1","train"
"极端女权（田园）负责攻城掠地，温和女权负责事后洗地","1","train"
"双标了兄弟，我就反对柯洁的发言几个人追着我私信骂你女拳，乐死我了","0","train"
"没关系，你们学科还有很多无脑崇拜的，diss实用学科关心政经都是想红的那种","0","train"
"现在这话题下全是广告 众人都被阚清子纪凌尘吸引了眼光 不希望这个话题凉了 大家的关注点应该在性侵和疫苗上！！ 而不是分手！！","0","train"
"？我也不接受这种“真诚论”，我们要承认现阶段环境的不平等，现在还是男权社会，但是她们的这种想法难道不是又自己树立了一种霸权吗？只会加剧对立、割裂。套个帽子就是这根本不“可持续发展”，这能走向何处呢,是的…感觉会误导一部分女性，甚至我觉得她这条都有点煽动性了,嗯嗯选择我也尊重，不过无论如何小孩真的无辜，希望能对小孩好一点,嗯嗯所以我也只能根据她的表述发表看法，而且这确实只是导火索，相信应该也有很多问题。但就事论事来说，她的这种行为我确实不能接受","0","train"
"我真的好喜欢弦子啊，每次她的坚强都能让情绪容易崩溃的我得到安慰。坚强坦然的女孩子，真好。,我不喜欢男性原罪论，我身边的男生都很好，即使不能理解也愿意倾听尊重。我的确承认男性犯罪确实比女性容易，也承认社会给女性带来很多不安因素。但是男性原罪论，就是在抹杀身边那些真实的善良的男性的存在。","0","train"
"看证据吧，现在很多人就是趁着运动泼脏水，也有人放大了自己的感受。本来性骚扰的定义，主观感受占了很大一部分。你以为自己说了个笑话，人家觉得你就是性骚扰了呢。如果女性说你性骚扰，作为男性能有多大的辩解空间呢？！几乎为零。因为大众心理上认为男性强势，男性就是喜欢骚扰女性的。","1","train"
"成年人改名改姓哪里那么容易。。。活在真空世界呢？而且为什么跟母性会被bully？","0","train"
"我不确定我妈是不是真的有喜欢我的成分。我们家三个女儿一个儿子。……………～","0","train"
"极端女权只是让女性不倒贴啊，没有要男性保障她们的生活，都是鼓励女性自己奋斗。老梁对她们误解好深","0","train"
"我也觉得，难道有的模特会专门找拍色情题材的摄影师签了合同，然后希望该摄影师给自己拍清纯童真的照片？跟自己签约的摄影师拍什么的都不清楚？","0","train"
"这样的女权有很多啊。如果你只能看见不这么要求的人，应该扩大信息面。","0","train"
"而更多参与育儿。这是对孩子成长、男女平等都有更多好处的事情。","0","train"
"结婚要求上交全部工资，保管工资卡的算什么行为？我周围还有人恋爱同居期间，没结婚，也没孩就掌管了男朋友所有银行卡的人。","0","train"
"因为如果是双一流的学校我肯定对名字会有印象的...没印象只可能是双非二本了","0","train"
"本职工作的工资能还上天文数字的债务？还上又怎样，再欠一个天文数字也是分分钟的事儿","0","train"
"我见过有人是这样解释的，“结了婚改了姓证明人家把妻子当作自家人，中国人结婚之后都不把妻子当作自己家人”","1","train"
"哈哈哈你不一样，那种需要实践的时候，该追求的不追求而纠结有的没的那些才让人恨铁不成钢","0","train"
"毕竟学会打字已经是蛆生巅峰，它这么厉害女人怎么可能不爱慕呢！要求蛆读懂超过二十个字的人话这要求是有点高","1","train"
"http://t.cn/A6Au4DRy 反正我觉得我首页的严肃讨论够多了，睌睌和Catchup都有。","0","train"
"当年莱温斯基事件时，国内媒体接到通知禁止批判炒作及对方。","0","train"
"白帽们已经证明，有时候你闹的过分获得的不是权利而是更大的歧视","1","train"
"事情现在已经结束了，医院赔钱，家属沉默，我们现在说再多已经没有意义。就看一看吧，等待最后的结果，或许医院，家属都能满意，悲伤的只有逝去的人吧,最后一点，既然你也说了，看客有自己的想法，之前责怪家属可以理解，那他们现在把锅甩给医院也是他们自己的事了。,第二，带节奏的问题。无良媒体有带节奏，但是医院的声明，才是媒体报道的依据。声明就是在把网友带偏，好吧。还跪向婆婆祈求，三次坚决拒绝剖腹产，这不是在把网友带偏吗？,先说第一个问题。是不是自杀？回复你的时候有两个疑点，第一，产妇没有穿衣服，第二，窗户的高度，产妇爬上去很吃力。没有录像什么的有效证据，那么是不是自杀难说清楚。之后看到知情人士透露说，衣服是医护人员看到产妇跳楼，上去拉，没有拉住，把衣服拽下来的。这才有效解答了两个疑点，证实是自杀。","0","train"
"前段时间看印度的印度教打他们，我还觉得他们挺可怜的，是我错了。","0","train"
"你还是去和法律行业的女性说吧，别人结不结婚那是别人和她对象的事情，用得着你来评头论足嘛","0","train"
"为了一根鸡鸡舒服，要在狱中呆23年到死","1","train"
"这位大v认为娃粉是女权我就笑喷了，求喷女权之前稍微有点常识好吗？","0","train"
"很多无知群众还一天到晚说啥义务啥权利，怕是不知道自己被美帝当枪使了？","0","train"
"女性、老年、儿童是受害者时更容易引起关注和同情，这也是媒体选择性报道的原因所在，成年男性受害者被大量报道的那都是什么新闻，头顶插刀淡定候诊，被老婆拿刀追砍，被妻子开车撞飞……","1","train"
"到底是反宗教还是取悦教徒 博主你究竟想说什么？btw不晓得博主有什么好洗白的 人家姑娘都说 我爸政治不正确 但我想这才是我们爱他的原因。","0","train"
"去我微博看，这女人骚照多的是，有些微博根本还发不了，一发就和谐。烂公交演部海王在国内就成了海后女神了真的笑死我","1","train"
"这次的名字其实连女权都没带，是国内一批人给按上去的。直译就是“女性游行”，根本没有统一的女权诉求，就只有一个共同的口号说宣言妇女权力。","0","train"
"感觉这就是一群在网络上肆意释放恶意的人//","0","train"
"有怒气和不满，通过小的，可控的途径发泄出来，要比一直积累着不能发泄强，堵不如疏","0","train"
"我的天我也是，妹子只要会撒娇跟我说啥都行，原地去世，毫无底线","0","train"
"确实是，他们最爱抨击田园女权，好像自己又牛逼了","0","train"
"首先如果是这种情况你们不可能达成协议离婚更不可能去民政局的，这种情况只能去法院起诉离婚，起诉可以判离的，不存在离不了的情况。其次，即便是没有这条规定，像你说的这种情况，现行婚姻法体系下也只能去法院起诉","0","train"
"确实……唉 好像很男性第一反应是又不是我","0","train"
"确实  说人家离过婚   男朋友多  经常酒局   我擦  别人男朋友多就是你性骚扰别人的理由？  给自己洗白的时候还这幅德行   那背地里该咋样呢。。。。","0","train"
"不知道别人，反正我是个性格要强的人。认定他了就是他了，哪怕他一无所有。因为放弃了理想的前程，我被老师朋友骂过，因为省医不是谁都能考。爸爸当初也有点反对，毕竟他吃了那么多苦供我读书，考上了最好的 却要放弃了。 其实，只要真的爱，车子房子真的没有那么重要。如果要求太多，只能说不够深爱","0","train"
"毛主席说过妇女能顶半边天，女权运动变成这样和红没关系，女权运动本质上更是红的，主要是被资本主义社会用来引导阶级矛盾转移。","0","train"
"老梁，孩子去年9月底查的眼轴，10月底戴的OK镜。上周末（8个月）眼轴长了0.23mm，需要加上阿托品吗？我高度，爸爸不近视。","0","train"
"老板发脾气的时候瞪我绝对超过5秒！我也加入米兔队伍？","0","train"
"根据我玩微博的经验 永远不要在po主下面评论发表反对意见","0","train"
"不懂为什么女生已经如此艰难了还要被这种恶言恶语伤害…我们只不过为自己说几句话就要被人骂女权…我们只是想活得自由一点啊…","0","train"
"大选前国内舆论较为支持川，为反对希拉里，大面积攻击民主党所主张的“政治正确”议题。","0","train"
"找个团队里的下属顶包很容易 甚至不需要给钱 这个吐槽鬼好几个账号身份备案都是不同人,这种营销号法院才懒得管 又不需要坐牢的案件 吐槽鬼这种鸡贼会用别人的身份注册简直意料之中","0","train"
"跟这种为了上个热评不知道自己的话会带来什么恶劣影响和毁人三观的人，说什么都没用，她还会感谢你帮她提高微博知名度，这也是她唯一在乎的。","0","train"
"对吧我反正蛮反感这类人的，自己有实力或者家里有实力ok你秀也就秀，一边秀不属于自己的一边抨击给予自己这些东西的就很恶心了","0","train"
"这个世界本来就不公平  你有多努力就会有多特殊  12岁那‎年‎到22岁那年，中‎间有十年‎ 22岁‎那年到32岁那年‎，中‎间有一‎生","0","train"
"男权搞卖淫这种色情行业，比女权过分得多,她离婚了","1","train"
"打游戏，经常碰到好多男的，一输就脏话喷女玩家，如果场上没有女玩家，就喷其他男玩家","1","train"
"反婚怎么极端了？难道是上街砍男人了？","0","train"
"有代价才会让他们收敛，希望有一天所有女孩都不必经历这些","0","train"
"我最近越来越惊叹于在这样的社会成长起来的男性，天生就学会了对女性的控制术，他们用各种形式的暴力（性暴力、言语暴力、环境暴力），用尽这个社会对女性的歧视、偏见和压制，来达到自己的目的，并同时摆出所谓的仁至义尽的条件和表情！很抱歉，我们不会再忍耐了，我们会用力去帮助每一个女性脱离苦海","1","train"
"92了还有这心？老色批了啊。但另一方面，你无法推开一个92岁臭老头的手？","1","train"
"天啊过撸，什么妖魔鬼怪都有，你也真是，得体谅一下别人嘛，你这不是捅他刀子么。一个大刺刺的“女的”放那，哪个厌女的贱人受的了!?人那是死都想做变性手术做女人去吃男人鸡儿，可惜现在是个不知性别的东西，你一句“女的”，不是捅了蛆窝么。","1","train"
"我也要反思自己，以后少用emoji阴阳怪气，少看微博。","0","train"
"这就是发达国家和发展中国家的区别，不论经济，而是人民的思想","0","train"
"？什么类型的脑瘫。你又没女朋友…算了，送你张图以后怼回去！","1","train"
"她在别的评论里用婚驴来辱骂人，这仿佛是一些微博女权的共有的骂法，这让我很不能接受，甚至对其本人品德产生了怀疑。不过也有人说她们这样才是最真诚的，平权主义者在不公平的环境里争取所谓的“平等”很虚伪，实际还是依赖男权。唉，我也需要进步啊,生养这个孩子她也是付出了很多，很多像她一样的女生都为了家庭放弃学业，总之她对孩子不会像她表述的那样，我认为她有可能只是想表达自己的观点才这么表述的。我今天才知道这是她的微博，说实在的我有被她的那些文字冲击到,我也不能接受她很多表述，我个人非常不喜欢林毛毛这种类型的女权博主，她似乎受到这类的启蒙很深，激烈得有些歇斯底里了。对于这个结果，我尊重她的选择，她解脱了婚姻后状态很好，希望她在之后能更好的进步吧。","0","train"
"话是没错，但婚姻加强了私有制，废婚是蓄不成女奴的，在人人废婚的社会中无论什么制度都很难维持婚霸权","0","train"
"如果一个孩子跟妈妈姓，其实还蛮容易被误会的，比如单亲呀，爸爸是不是入赘之类的","0","train"
"可是这种不舒服的感觉只有一直被社会审视的女性才会察觉到，有些男性甚至根本不觉得这有问题，这才是最需要被注意提醒的地方吧，光直白地拍出来没什么作用","0","train"
"什么时候网友比执法机构有本事了? 你在网上和人撕蛋撕不过，就撺掇别人去犯法? 你怎么那么阴损呢。","1","train"
"要制裁他的话自有法律和天道，不该是我们，不该以这种方式。我们知道真相吗？竟然可以如此大义凛然地宣判另一个人的罪过吗？","0","train"
"淌混水、被煽动的人太多，真正思考解决方法，努力谋求权益的人太少。果子狸还带着大家群嘲家庭主妇。我琢磨着不该呼吁配偶和社会认同家庭主妇/家庭主夫的价值吗[并不简单]？","0","train"
"有句话说得好，饭还没吃饱呢就嫌弃塞牙了，女权都还没被大环境包容呢就嫌弃太极端了，今天有些所谓的平权人士抹杀了他们自己鉴定的极端女权，明天温和女权就会变成新的极端女权，弱势群体一定要明确强调目前的状况，那就是女性是被压迫的，现在就是在争取女性的权利，就是女权无误,现在的问题就在于，什么程度叫做平权，什么程度叫做女权，什么程度又叫做极端女权？那么多屌男空口鉴权，温和的做法也会被打为极端，所以一定要强调是女权，不是平权，因为在目前大环境下女权毫无疑问处于弱势地位，弱势群体的利益应该被清晰地指明，因为谁也不知道模糊女权概念之后会遭到什么样的打压","1","train"
"msl的堕胎权是指反对堕胎，他们纯粹就是为了反川普，因为川普的很多政策和观念不支持msl。所以这次的女权活动的出发的其实是川普上任，很多女明星不是也参与了吗？她们都直接喊出来口号就是反对川普呀","0","train"
"服了，干嘛都对女性不利，万一女方犯错，男的想离婚，这时候离婚冷静期是对男的不利啊，干嘛都是针对女性，还30天人都凉了，你TM非得找家暴的？结婚前不仔细看看？好像全中国的男的都家暴，女的一结婚就做家务伺候老人孩子，男的啥也不干，下班你看看晚上厨房做饭的多少男的？营销号最爱搞性别对立","1","train"
"已经踹了，还公开表示艾梅伯女士太自私","0","train"
"你是否关注他我不在意，但是你这故意洗白还有把人往火坑里引真的够可以，麻烦不要再装白莲花。,当然是随便我了，我就给你留着，让人看看吴大律师的粉丝都是什么样的人。,你也不过是这个婚法律师的拥趸而已，让我去他那下面提醒，他是没留意的问题吗？他就是故意的鸡贼故意的坏，而且那里面都是他的粉丝，就跟你一样，死命维护，我过去给自己找麻烦吗？哈哈哈我可谢谢你了，继续找你的吴大律师给你的婚姻出主意吧。,我看出了这个意思，所以我就反驳，我愿意在哪里说话是我的权利，我就要在我自己的微博上面说。你说了这么多话，基本没有意义。,他现在说的不是家庭主妇没地位，说的是家庭主妇造成职场不平等，原来锅都在家庭主妇头上，男权隐身了，那是不是消灭家庭主妇就消灭了男权？还得消灭婚女吧？","1","train"
"说人家坦克真的好笑吗？那你们金针菇我们也可以笑吧？不会这么开不起玩笑吧，不会吧不会吧？","1","train"
"全男性：他们，全女性：她们，有男有女：他们","0","train"
"这个恩和元元跟女权没有一毛钱关系吧。","0","train"
"可能政治正确也是一种政治正确，但是这是不是另外一种无知？ps因为三千米发的这条微博，我才去看了淡豹老师的文章。","0","train"
"女权不是认为要男性也分担生育成本的多么，不能只要孩子，不要负担。","1","train"
